From,Entry,Entry Name,Protein names,Gene Names,Organism,Organism (ID),Length,Mass,Subcellular location [CC],Signal peptide,Helix,Beta strand,Turn,Fragment,Reviewed
P9WJA9,P9WJA9,GARA_MYCTU,Glycogen accumulation regulator GarA,garA Rv1827 MTCY1A11.16c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,162,17251,,,"HELIX 31..33; /evidence=""ECO:0007829|PDB:6I2P""","STRAND 12..14; /evidence=""ECO:0007829|PDB:2KFU""; STRAND 47..50; /evidence=""ECO:0007829|PDB:2KFU""; STRAND 56..63; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 69..72; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 74..82; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 86..88; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 93..96; /evidence=""ECO:0007829|PDB:2KFU""; STRAND 99..104; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 107..112; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 119..121; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 124..130; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 136..139; /evidence=""ECO:0007829|PDB:7RJ3""; STRAND 142..148; /evidence=""ECO:0007829|PDB:7RJ3""","TURN 27..30; /evidence=""ECO:0007829|PDB:2KFU""; TURN 64..67; /evidence=""ECO:0007829|PDB:7RJ3""; TURN 90..92; /evidence=""ECO:0007829|PDB:2KFU""",,reviewed
P9WJC1,P9WJC1,ESPK_MYCTU,ESX-1 secretion-associated protein EspK,espK Rv3879c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,729,74492,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:17676952}.,,"HELIX 487..496; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 545..547; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 553..558; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 563..573; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 585..588; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 617..620; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 622..629; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 636..638; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 654..662; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 663..666; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 672..697; /evidence=""ECO:0007829|PDB:8AKO""; HELIX 701..727; /evidence=""ECO:0007829|PDB:8AKO""","STRAND 511..518; /evidence=""ECO:0007829|PDB:8AKO""; STRAND 521..530; /evidence=""ECO:0007829|PDB:8AKO""; STRAND 549..551; /evidence=""ECO:0007829|PDB:8AKO""; STRAND 578..583; /evidence=""ECO:0007829|PDB:8AKO""; STRAND 633..635; /evidence=""ECO:0007829|PDB:8AKO""","TURN 500..502; /evidence=""ECO:0007829|PDB:8AKO""; TURN 559..561; /evidence=""ECO:0007829|PDB:8AKO""; TURN 602..604; /evidence=""ECO:0007829|PDB:8AKO""",,reviewed
P9WJC3,P9WJC3,ESPJ_MYCTU,ESX-1 secretion-associated protein EspJ (TB27.4),espJ Rv3878,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,280,27395,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:26228622}.,,,,,,reviewed
P9WJC5,P9WJC5,ESPI_MYCTU,ESX-1 secretion-associated protein EspI,espI Rv3876,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,666,70645,,,,,,,reviewed
P9WJC7,P9WJC7,ESPG3_MYCTU,ESX-3 secretion-associated protein EspG3,espG3 Rv0289,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,295,31559,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:B2HSU5}.,,"HELIX 12..21; /evidence=""ECO:0007829|PDB:5XKL""; HELIX 29..31; /evidence=""ECO:0007829|PDB:5XKL""; HELIX 40..56; /evidence=""ECO:0007829|PDB:5XKL""; HELIX 68..78; /evidence=""ECO:0007829|PDB:5XKL""; HELIX 141..149; /evidence=""ECO:0007829|PDB:5XKL""; HELIX 167..178; /evidence=""ECO:0007829|PDB:5XKL""; HELIX 183..190; /evidence=""ECO:0007829|PDB:5XKL""; HELIX 197..204; /evidence=""ECO:0007829|PDB:5XKL""; HELIX 261..273; /evidence=""ECO:0007829|PDB:5XKL""","STRAND 7..11; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 81..89; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 101..107; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 120..127; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 130..136; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 163..166; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 210..219; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 222..225; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 230..234; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 239..246; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 252..258; /evidence=""ECO:0007829|PDB:5XKL""; STRAND 275..277; /evidence=""ECO:0007829|PDB:5XKL""","TURN 194..196; /evidence=""ECO:0007829|PDB:5XKL""",,reviewed
P9WJD3,P9WJD3,ESPE_MYCTU,ESX-1 secretion-associated protein EspE,espE Rv3864,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,402,42069,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}. Note=Localizes at or near the cell pole in (on average) 1 discrete spot upon overexpression in M.smegmatis (PubMed:22233444). {ECO:0000269|PubMed:22233444}.,,,,,,reviewed
P9WJD7,P9WJD7,ESPC_MYCTU,ESX-1 secretion-associated protein EspC,espC snm9 Rv3615c MTCY07H7B.07,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,103,10795,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:19682254, ECO:0000269|PubMed:21427227}. Note=Secreted via the ESX-1 / type VII secretion system (T7SS). {ECO:0000269|PubMed:19682254, ECO:0000269|PubMed:21427227}.",,,,,,reviewed
P9WJD9,P9WJD9,ESPB_MYCTU,ESX-1 secretion-associated protein EspB (Antigen MTB48),espB mtb48 Rv3881c MTV027.16c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,460,47594,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:17676952, ECO:0000269|PubMed:23869560}. Note=Secreted via the ESX-1 / type VII secretion system (T7SS) (PubMed:17676952). Secretion requires both EspK and EccCb1, but not EspA, EspC and EspD (PubMed:17676952, PubMed:23869560). {ECO:0000269|PubMed:17676952, ECO:0000269|PubMed:23869560}.",,"HELIX 11..21; /evidence=""ECO:0007829|PDB:4XXX""; HELIX 40..88; /evidence=""ECO:0007829|PDB:4XXX""; HELIX 133..141; /evidence=""ECO:0007829|PDB:4XXX""; HELIX 147..164; /evidence=""ECO:0007829|PDB:4XXX""; HELIX 168..170; /evidence=""ECO:0007829|PDB:4XXX""; HELIX 179..222; /evidence=""ECO:0007829|PDB:4XXX""; HELIX 226..238; /evidence=""ECO:0007829|PDB:4XXX""; HELIX 240..242; /evidence=""ECO:0007829|PDB:4XXX""; HELIX 243..267; /evidence=""ECO:0007829|PDB:4XXX""","STRAND 36..39; /evidence=""ECO:0007829|PDB:4XXX""; STRAND 124..127; /evidence=""ECO:0007829|PDB:7P13""; STRAND 174..176; /evidence=""ECO:0007829|PDB:4XY3""",,,reviewed
P9WJE1,P9WJE1,ESPA_MYCTU,ESX-1 secretion-associated protein EspA,espA Rv3616c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,392,39888,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:16030141, ECO:0000269|PubMed:20585630, ECO:0000269|PubMed:22155774}. Note=Secreted via the ESX-1 / type VII secretion system (T7SS) (PubMed:16030141). Secretion of EspA, EsxA and EsxB is mutually dependent (PubMed:16030141). {ECO:0000269|PubMed:16030141}.",,,,,,reviewed
P9WJE5,P9WJE5,ECCE3_MYCTU,ESX-3 secretion system protein EccE3 (ESX conserved component E3) (Type VII secretion system protein EccE3) (T7SS protein EccE3),eccE3 Rv0292,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,331,35932,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:B2HSU8}; Multi-pass membrane protein {ECO:0000255}.,,,,,,reviewed
P9WJF5,P9WJF5,CSM5_MYCTU,CRISPR system Cms protein Csm5 (CRISPR type III A-associated protein Csm5),csm5 Rv2819c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,375,42340,,,"HELIX 45..48; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 55..62; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 74..78; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 138..155; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 169..183; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 197..199; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 201..203; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 265..272; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 274..285; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 287..290; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 313..315; /evidence=""ECO:0007829|PDB:8X5D""; HELIX 323..328; /evidence=""ECO:0007829|PDB:8X5D""","STRAND 3..7; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 9..16; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 21..27; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 32..34; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 37..40; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 65..68; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 93..95; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 122..126; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 130..132; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 190..192; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 204..207; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 224..226; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 247..250; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 252..255; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 303..305; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 307..310; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 334..336; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 348..350; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 352..359; /evidence=""ECO:0007829|PDB:8X5D""; STRAND 361..372; /evidence=""ECO:0007829|PDB:8X5D""","TURN 28..30; /evidence=""ECO:0007829|PDB:8X5D""; TURN 79..82; /evidence=""ECO:0007829|PDB:8X5D""; TURN 87..89; /evidence=""ECO:0007829|PDB:8X5D""; TURN 329..331; /evidence=""ECO:0007829|PDB:8X5D""; TURN 339..344; /evidence=""ECO:0007829|PDB:8X5D""",,reviewed
P9WJH1,P9WJH1,NUOB_MYCTU,NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B),nuoB Rv3146 MTCY03A2.12c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,184,20219,SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01356}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01356}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_01356}.,,,,,,reviewed
P9WJH5,P9WJH5,NUOD_MYCTU,NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D),nuoD Rv3148 MTCY03A2.10c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,440,48164,SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01358}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01358}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_01358}.,,,,,,reviewed
P9WJI7,P9WJI7,PNCB2_MYCTU,Nicotinate phosphoribosyltransferase pncB2 (NAPRTase pncB2) (EC 6.3.4.21),pncB2 Rv0573c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,463,50509,,,,,,,reviewed
P9WJK3,P9WJK3,MVINL_MYCTU,Probable peptidoglycan biosynthesis protein MviN,mviN Rv3910,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,1184,123564,SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,"HELIX 749..763; /evidence=""ECO:0007829|PDB:3UQC""; HELIX 795..799; /evidence=""ECO:0007829|PDB:3UQC""; HELIX 805..824; /evidence=""ECO:0007829|PDB:3UQC""; HELIX 834..836; /evidence=""ECO:0007829|PDB:3UQC""; HELIX 858..874; /evidence=""ECO:0007829|PDB:3UQC""; HELIX 902..905; /evidence=""ECO:0007829|PDB:3UQC""; HELIX 911..921; /evidence=""ECO:0007829|PDB:3UQC""; HELIX 930..941; /evidence=""ECO:0007829|PDB:3UQC""","STRAND 710..719; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 723..729; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 734..741; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 768..770; /evidence=""ECO:0007829|PDB:3OUK""; STRAND 773..779; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 782..788; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 792..794; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 837..840; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 845..847; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 875..877; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 888..890; /evidence=""ECO:0007829|PDB:3UQC""; STRAND 897..899; /evidence=""ECO:0007829|PDB:3OUN""","TURN 706..709; /evidence=""ECO:0007829|PDB:3UQC""; TURN 730..733; /evidence=""ECO:0007829|PDB:3UQC""; TURN 841..843; /evidence=""ECO:0007829|PDB:3OUK""",,reviewed
P9WJK5,P9WJK5,MUTB_MYCTU,Probable methylmalonyl-CoA mutase large subunit (MCM) (EC 5.4.99.2),mutB Rv1493 MTCY277.15,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,750,80604,,,"HELIX 27..40; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 45..48; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 64..72; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 111..123; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 135..138; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 146..151; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 162..168; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 187..200; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 205..207; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 217..221; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 230..247; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 259..263; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 268..288; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 293..296; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 297..299; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 310..328; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 329..331; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 336..339; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 349..351; /evidence=""ECO:0007829|PDB:6OXD""; HELIX 359..373; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 393..408; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 423..445; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 449..455; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 457..474; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 503..518; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 521..535; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 550..559; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 564..575; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 588..593; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 597..613; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 631..643; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 656..666; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 680..694; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 709..711; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 712..718; /evidence=""ECO:0007829|PDB:6OXC""; HELIX 730..745; /evidence=""ECO:0007829|PDB:6OXC""","STRAND 90..93; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 96..98; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 101..106; /evidence=""ECO:0007829|PDB:6OXD""; STRAND 128..131; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 154..157; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 178..181; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 209..212; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 254..257; /evidence=""ECO:0007829|PDB:6OXD""; STRAND 302..306; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 343..347; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 354..356; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 377..380; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 414..417; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 484..486; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 618..622; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 646..649; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 669..675; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 699..706; /evidence=""ECO:0007829|PDB:6OXC""; STRAND 720..724; /evidence=""ECO:0007829|PDB:6OXC""","TURN 169..171; /evidence=""ECO:0007829|PDB:6OXC""; TURN 174..176; /evidence=""ECO:0007829|PDB:6OXC""; TURN 384..388; /evidence=""ECO:0007829|PDB:6OXC""; TURN 418..421; /evidence=""ECO:0007829|PDB:6OXC""; TURN 481..483; /evidence=""ECO:0007829|PDB:6OXC""",,reviewed
P9WJN5,P9WJN5,MSCL_MYCTU,Large-conductance mechanosensitive channel,mscL Rv0985c MTV044.13c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,151,16023,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_00115, ECO:0000269|PubMed:23875651, ECO:0000305|PubMed:9856938}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00115, ECO:0000269|PubMed:9856938}.",,"HELIX 2..10; /evidence=""ECO:0007829|PDB:2OAR""; HELIX 13..46; /evidence=""ECO:0007829|PDB:2OAR""; HELIX 69..89; /evidence=""ECO:0007829|PDB:2OAR""; HELIX 91..99; /evidence=""ECO:0007829|PDB:2OAR""; HELIX 106..123; /evidence=""ECO:0007829|PDB:2OAR""","STRAND 51..53; /evidence=""ECO:0007829|PDB:2OAR""; STRAND 65..67; /evidence=""ECO:0007829|PDB:2OAR""",,,reviewed
P9WJQ9,P9WJQ9,MOBA_MYCTU,Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase),mobA Rv2453c MTV008.09c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,201,21084,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00316}.,,,,,,reviewed
P9WJS3,P9WJS3,MOAA1_MYCTU,"GTP 3',8-cyclase 1 (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A 1)",moaA1 moaA Rv3109 MTCY164.19,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,359,39960,,,,,,,reviewed
P9WJS5,P9WJS5,MNMA_MYCTU,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),mnmA trmU Rv3024c MTV012.39c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,367,38120,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00144}.,,,,,,reviewed
P9WJU5,P9WJU5,MMPL8_MYCTU,Sulfolipid-1 exporter MmpL8,mmpL8 Rv3823c MTCY409.07,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,1089,115998,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:22194604}; Multi-pass membrane protein {ECO:0000255}.,,,,,,reviewed
P9WJV1,P9WJV1,MMPL5_MYCTU,Siderophore exporter MmpL5,mmpL5 Rv0676c MTV040.04c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,964,104785,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:23431276}; Multi-pass membrane protein {ECO:0000255}.,,,,,,reviewed
P9WJW3,P9WJW3,ALKA_MYCTU,Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (Regulatory protein AlkA) [Includes: Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) (Methylphosphotriester-DNA methyltransferase); DNA-3-methyladenine glycosylase (EC 3.2.2.21) (DNA-3-methyladenine glycosidase)],alkA ada Rv1317c MTCY130.02c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,496,53743,,,,,,,reviewed
P9WJW5,P9WJW5,OGT_MYCTU,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase),ogt Rv1316c MTCY130.01c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,165,17858,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00772}.,,"HELIX 35..39; /evidence=""ECO:0007829|PDB:4BHB""; HELIX 48..58; /evidence=""ECO:0007829|PDB:4BHB""; HELIX 75..84; /evidence=""ECO:0007829|PDB:4BHB""; HELIX 95..101; /evidence=""ECO:0007829|PDB:4BHB""; HELIX 108..116; /evidence=""ECO:0007829|PDB:4BHB""; HELIX 126..128; /evidence=""ECO:0007829|PDB:4BHB""; HELIX 142..154; /evidence=""ECO:0007829|PDB:4BHB""; HELIX 161..164; /evidence=""ECO:0007829|PDB:4BHB""","STRAND 3..7; /evidence=""ECO:0007829|PDB:4BHB""; STRAND 14..19; /evidence=""ECO:0007829|PDB:4BHB""; STRAND 22..27; /evidence=""ECO:0007829|PDB:4BHB""; STRAND 40..42; /evidence=""ECO:0007829|PDB:4WXC""","TURN 44..47; /evidence=""ECO:0007829|PDB:4WXC""; TURN 121..123; /evidence=""ECO:0007829|PDB:4BHB""; TURN 139..141; /evidence=""ECO:0007829|PDB:4BHB""",,reviewed
P9WJW7,P9WJW7,Y2994_MYCTU,Uncharacterized MFS-type transporter Rv2994,Rv2994,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,445,47046,SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,,,,,reviewed
